year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,4,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",997.00,302.00,93.10,6.82,88.50,0.00,113.57,14.00,0.00,24327.00,8950.00,1002.00,3967.00,0.00,10408.00
2023,4,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",1414.00,377.00,149.25,8.71,118.87,0.50,99.67,51.00,13.00,29357.00,11267.00,955.00,8290.00,9.00,8836.00
2023,4,B6,JetBlue Airways,MCI,"Kansas City, MO: Kansas City International",60.00,10.00,3.35,0.76,4.17,0.00,1.71,1.00,1.00,711.00,217.00,129.00,144.00,0.00,221.00
2023,4,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1562.00,622.00,219.84,6.10,165.33,2.31,228.42,43.00,7.00,49219.00,17163.00,1313.00,8485.00,78.00,22180.00
2023,4,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",300.00,104.00,38.85,1.34,36.51,0.12,27.18,11.00,3.00,9737.00,3876.00,499.00,2435.00,21.00,2906.00
2023,4,B6,JetBlue Airways,MKE,"Milwaukee, WI: General Mitchell International",60.00,14.00,7.58,0.00,2.15,0.00,4.27,1.00,0.00,718.00,451.00,0.00,54.00,0.00,213.00
2023,4,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",30.00,10.00,6.25,0.00,1.76,0.00,1.98,0.00,0.00,625.00,518.00,0.00,39.00,0.00,68.00
2023,4,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",167.00,49.00,21.07,0.00,18.57,0.00,9.37,3.00,0.00,2923.00,1450.00,0.00,633.00,0.00,840.00
2023,4,B6,JetBlue Airways,ONT,"Ontario, CA: Ontario International",30.00,16.00,7.83,0.00,2.59,0.00,5.58,2.00,0.00,1572.00,795.00,0.00,157.00,0.00,620.00
2023,4,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",60.00,19.00,10.02,0.00,8.45,0.00,0.53,0.00,0.00,1555.00,794.00,0.00,654.00,0.00,107.00
2023,4,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",90.00,36.00,12.52,1.86,9.88,0.00,11.73,6.00,0.00,2634.00,993.00,243.00,355.00,0.00,1043.00
2023,4,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",978.00,364.00,123.55,3.02,158.75,1.10,77.57,17.00,11.00,27722.00,10221.00,543.00,8499.00,81.00,8378.00
2023,4,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",30.00,9.00,3.45,0.08,1.00,0.00,4.47,2.00,0.00,461.00,133.00,9.00,16.00,0.00,303.00
2023,4,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",101.00,16.00,6.58,0.00,3.22,0.00,6.20,0.00,0.00,745.00,348.00,0.00,89.00,0.00,308.00
2023,4,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",89.00,29.00,15.08,0.00,8.03,0.00,5.88,3.00,0.00,1818.00,1133.00,0.00,280.00,0.00,405.00
2023,4,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",102.00,18.00,8.61,0.00,3.00,0.00,6.39,0.00,0.00,1002.00,537.00,0.00,76.00,0.00,389.00
2023,4,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",56.00,39.00,20.20,1.00,4.49,0.09,13.21,6.00,0.00,2746.00,1309.00,55.00,142.00,8.00,1232.00
2023,4,B6,JetBlue Airways,PSP,"Palm Springs, CA: Palm Springs International",30.00,3.00,1.00,0.97,1.03,0.00,0.00,1.00,0.00,93.00,36.00,37.00,20.00,0.00,0.00
2023,4,B6,JetBlue Airways,PVD,"Providence, RI: Rhode Island Tf Green International",120.00,35.00,11.29,4.08,6.38,0.60,12.65,9.00,0.00,2972.00,973.00,431.00,344.00,9.00,1215.00
2023,4,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",256.00,92.00,45.97,2.25,8.86,1.96,32.95,6.00,2.00,7059.00,3046.00,193.00,538.00,62.00,3220.00
2023,4,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",180.00,54.00,18.79,2.61,10.56,0.03,22.02,3.00,0.00,3726.00,947.00,379.00,443.00,2.00,1955.00
2023,4,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",22.00,8.00,2.00,0.00,0.96,0.00,5.04,0.00,0.00,481.00,198.00,0.00,37.00,0.00,246.00
2023,4,B6,JetBlue Airways,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",90.00,32.00,15.43,0.15,5.25,0.00,11.17,2.00,0.00,2104.00,818.00,37.00,234.00,0.00,1015.00
2023,4,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",388.00,102.00,44.40,2.50,29.87,0.00,25.23,10.00,1.00,7312.00,3203.00,631.00,1385.00,0.00,2093.00
2023,4,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",175.00,38.00,19.29,0.69,10.63,0.29,7.10,3.00,0.00,2610.00,1260.00,168.00,505.00,31.00,646.00
2023,4,B6,JetBlue Airways,SAT,"San Antonio, TX: San Antonio International",60.00,20.00,10.90,0.46,6.37,0.00,2.28,1.00,1.00,1233.00,808.00,31.00,205.00,0.00,189.00
2023,4,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",175.00,41.00,16.11,0.00,14.19,1.00,9.70,4.00,0.00,2754.00,1090.00,0.00,607.00,75.00,982.00
2023,4,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",62.00,7.00,4.54,0.00,0.60,0.00,1.86,0.00,0.00,675.00,342.00,0.00,12.00,0.00,321.00
2023,4,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",391.00,97.00,42.27,1.93,25.27,0.00,27.54,5.00,0.00,6891.00,3467.00,163.00,1225.00,0.00,2036.00
2023,4,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",30.00,7.00,2.89,0.76,1.73,0.00,1.63,0.00,0.00,305.00,124.00,54.00,65.00,0.00,62.00
2023,4,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",681.00,227.00,124.88,5.24,32.71,0.33,63.85,16.00,1.00,18273.00,9755.00,569.00,1476.00,38.00,6435.00
2023,4,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",186.00,66.00,26.24,1.32,19.38,0.82,18.24,6.00,2.00,4942.00,2529.00,117.00,829.00,14.00,1453.00
2023,4,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",30.00,19.00,9.24,0.00,2.88,0.00,6.87,1.00,1.00,1432.00,808.00,0.00,112.00,0.00,512.00
2023,4,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",95.00,32.00,10.90,1.06,14.57,0.00,5.47,3.00,0.00,1651.00,568.00,63.00,727.00,0.00,293.00
2023,4,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",44.00,7.00,4.88,1.00,1.11,0.00,0.01,0.00,1.00,403.00,352.00,21.00,29.00,0.00,1.00
2023,4,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",90.00,40.00,18.80,0.00,6.50,0.00,14.70,3.00,0.00,3248.00,1810.00,0.00,273.00,0.00,1165.00
2023,4,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",536.00,176.00,73.34,0.06,42.47,0.00,60.13,10.00,2.00,15889.00,7368.00,24.00,1990.00,0.00,6507.00
2023,4,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",112.00,22.00,12.17,0.00,6.49,0.00,3.34,2.00,0.00,1819.00,1392.00,0.00,298.00,0.00,129.00
2023,4,DL,Delta Air Lines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",22.00,12.00,2.07,0.69,6.94,0.00,2.31,0.00,0.00,846.00,222.00,85.00,323.00,0.00,216.00
2023,4,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",85.00,14.00,12.11,0.00,0.14,0.00,1.76,0.00,0.00,626.00,566.00,0.00,8.00,0.00,52.00
2023,4,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",121.00,32.00,8.29,1.36,12.90,0.00,9.45,2.00,0.00,2766.00,1013.00,845.00,456.00,0.00,452.00
2023,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18151.00,2801.00,886.08,71.09,661.61,5.91,1176.31,314.00,16.00,209652.00,99263.00,8893.00,25927.00,332.00,75237.00
2023,4,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",30.00,3.00,1.91,0.00,1.09,0.00,0.00,0.00,0.00,133.00,108.00,0.00,25.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",799.00,171.00,70.34,1.20,55.96,0.00,43.50,11.00,5.00,9221.00,4554.00,95.00,2371.00,0.00,2201.00
2023,4,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",177.00,26.00,13.05,0.91,3.42,0.00,8.62,1.00,0.00,1589.00,851.00,71.00,271.00,0.00,396.00
2023,4,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",299.00,49.00,27.28,0.47,14.12,0.00,7.13,4.00,0.00,2424.00,1617.00,58.00,432.00,0.00,317.00
2023,4,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",222.00,40.00,33.46,0.00,3.76,0.00,2.78,3.00,0.00,2506.00,2305.00,0.00,116.00,0.00,85.00
2023,4,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",60.00,7.00,5.26,0.00,0.65,0.00,1.09,1.00,0.00,368.00,276.00,0.00,28.00,0.00,64.00
2023,4,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",30.00,3.00,0.72,0.18,1.10,0.00,1.00,0.00,0.00,121.00,36.00,7.00,46.00,0.00,32.00
2023,4,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",661.00,115.00,65.28,4.15,25.83,0.00,19.74,9.00,0.00,5710.00,3745.00,229.00,822.00,0.00,914.00
2023,4,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",157.00,23.00,11.18,1.51,5.14,0.00,5.17,5.00,0.00,1001.00,558.00,43.00,159.00,0.00,241.00
2023,4,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",2108.00,453.00,172.10,6.25,135.90,1.00,137.76,39.00,3.00,31907.00,13016.00,2347.00,5659.00,41.00,10844.00
2023,4,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",77.00,8.00,6.86,0.00,1.05,0.00,0.10,0.00,0.00,249.00,222.00,0.00,21.00,0.00,6.00
2023,4,DL,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",30.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00,143.00,0.00,0.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",217.00,38.00,19.61,0.00,5.45,0.82,12.12,6.00,0.00,2773.00,1656.00,0.00,175.00,49.00,893.00
2023,4,DL,Delta Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",7.00,3.00,1.00,0.57,1.43,0.00,0.00,0.00,1.00,93.00,38.00,16.00,39.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",443.00,82.00,51.91,0.76,13.12,0.00,16.21,9.00,0.00,4403.00,3354.00,13.00,409.00,0.00,627.00
2023,4,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",144.00,25.00,10.53,1.55,5.62,0.00,7.31,2.00,0.00,1082.00,537.00,41.00,248.00,0.00,256.00
2023,4,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",117.00,19.00,14.15,0.00,0.97,0.00,3.88,3.00,0.00,1534.00,1299.00,0.00,29.00,0.00,206.00
2023,4,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",87.00,13.00,8.49,0.00,1.65,0.00,2.87,0.00,0.00,398.00,259.00,0.00,49.00,0.00,90.00
2023,4,DL,Delta Air Lines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",30.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,67.00,0.00,0.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",284.00,43.00,25.97,1.00,6.93,0.00,9.10,5.00,0.00,2384.00,1300.00,21.00,288.00,0.00,775.00
2023,4,DL,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",30.00,7.00,5.27,1.00,0.19,0.00,0.54,1.00,0.00,285.00,210.00,48.00,5.00,0.00,22.00
2023,4,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",178.00,40.00,27.27,0.96,3.66,0.00,8.11,8.00,0.00,3193.00,2459.00,120.00,115.00,0.00,499.00
2023,4,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",427.00,60.00,30.52,1.52,16.77,0.00,11.18,6.00,0.00,3217.00,1739.00,105.00,695.00,0.00,678.00
2023,4,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",213.00,35.00,23.95,2.07,2.02,0.00,6.95,8.00,0.00,2316.00,1735.00,168.00,94.00,0.00,319.00
2023,4,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",627.00,133.00,64.77,3.51,19.33,0.00,45.38,16.00,2.00,8664.00,4422.00,263.00,773.00,0.00,3206.00
2023,4,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",150.00,21.00,11.33,0.00,3.16,0.00,6.51,5.00,2.00,740.00,318.00,0.00,194.00,0.00,228.00
2023,4,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",115.00,24.00,13.24,0.00,9.47,0.00,1.29,1.00,0.00,1551.00,859.00,0.00,605.00,0.00,87.00
2023,4,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",77.00,6.00,3.00,1.00,0.00,0.00,2.00,0.00,0.00,284.00,160.00,24.00,0.00,0.00,100.00
2023,4,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",668.00,143.00,73.03,0.10,45.45,0.00,24.42,16.00,3.00,8034.00,4799.00,6.00,1846.00,0.00,1383.00
2023,4,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",1057.00,182.00,76.83,2.66,61.33,0.00,41.19,24.00,9.00,10786.00,5822.00,118.00,2493.00,0.00,2353.00
2023,4,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",883.00,194.00,78.01,2.19,76.46,0.00,37.34,25.00,7.00,12116.00,5470.00,367.00,3618.00,0.00,2661.00
2023,4,DL,Delta Air Lines Inc.,DLH,"Duluth, MN: Duluth International",8.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,587.00,0.00,587.00,0.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",90.00,10.00,7.41,0.00,1.24,0.00,1.35,2.00,0.00,479.00,215.00,0.00,47.00,0.00,217.00
2023,4,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",5101.00,717.00,266.37,20.47,150.82,0.00,279.34,114.00,2.00,56212.00,27632.00,1954.00,6301.00,0.00,20325.00
2023,4,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",150.00,37.00,23.40,2.45,4.74,0.00,6.40,3.00,1.00,2027.00,1506.00,127.00,205.00,0.00,189.00
2023,4,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",3.00,1.00,0.00,0.61,0.39,0.00,0.00,0.00,1.00,99.00,0.00,60.00,39.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",47.00,12.00,8.52,0.00,2.48,0.00,1.00,1.00,0.00,464.00,336.00,0.00,91.00,0.00,37.00
2023,4,DL,Delta Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",30.00,4.00,3.09,0.00,0.18,0.00,0.74,0.00,0.00,197.00,160.00,0.00,12.00,0.00,25.00
2023,4,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",504.00,112.00,51.72,3.27,39.80,0.00,17.21,16.00,2.00,8771.00,4886.00,186.00,2662.00,0.00,1037.00
2023,4,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",109.00,22.00,11.79,1.24,6.63,0.00,2.33,1.00,0.00,999.00,565.00,78.00,236.00,0.00,120.00
2023,4,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",30.00,9.00,2.63,0.00,2.78,0.00,3.59,1.00,0.00,384.00,198.00,0.00,81.00,0.00,105.00
2023,4,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",60.00,10.00,5.79,0.06,1.61,0.00,2.53,6.00,0.00,426.00,241.00,3.00,50.00,0.00,132.00
2023,4,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",30.00,5.00,3.89,0.00,0.11,0.00,1.00,1.00,0.00,234.00,205.00,0.00,12.00,0.00,17.00
2023,4,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",60.00,4.00,3.37,0.00,0.63,0.00,0.00,1.00,0.00,146.00,127.00,0.00,19.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1031.00,293.00,106.96,2.16,137.74,0.00,46.13,83.00,12.00,20743.00,7820.00,105.00,9955.00,0.00,2863.00
2023,4,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",60.00,13.00,7.05,0.81,2.19,0.00,2.95,1.00,0.00,589.00,414.00,26.00,72.00,0.00,77.00
2023,4,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",200.00,35.00,17.82,2.11,5.10,0.00,9.97,5.00,0.00,2953.00,2199.00,53.00,172.00,0.00,529.00
2023,4,DL,Delta Air Lines Inc.,GFK,"Grand Forks, ND: Grand Forks International",8.00,2.00,1.27,0.00,0.09,0.00,0.64,1.00,0.00,221.00,108.00,0.00,10.00,0.00,103.00
2023,4,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",134.00,14.00,6.06,0.00,3.99,0.00,3.95,1.00,0.00,685.00,339.00,0.00,110.00,0.00,236.00
2023,4,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",90.00,8.00,1.59,1.97,1.86,0.00,2.58,0.00,1.00,338.00,160.00,48.00,52.00,0.00,78.00
2023,4,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",30.00,8.00,5.53,0.00,1.35,0.00,1.12,0.00,0.00,405.00,320.00,0.00,32.00,0.00,53.00
2023,4,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",245.00,33.00,21.52,0.96,4.04,0.00,6.48,7.00,0.00,1494.00,982.00,22.00,125.00,0.00,365.00
2023,4,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",192.00,31.00,18.26,0.00,7.34,0.00,5.40,0.00,0.00,1768.00,1237.00,0.00,280.00,0.00,251.00
2023,4,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",246.00,43.00,33.50,0.08,2.97,0.00,6.45,0.00,0.00,2117.00,1689.00,9.00,103.00,0.00,316.00
2023,4,DL,Delta Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",3.00,1.00,0.00,0.49,0.51,0.00,0.00,1.00,0.00,51.00,0.00,25.00,26.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",276.00,51.00,23.70,1.74,16.31,0.00,9.26,0.00,1.00,2924.00,1801.00,100.00,447.00,0.00,576.00
2023,4,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",107.00,19.00,11.93,1.00,2.71,0.00,3.36,1.00,0.00,820.00,543.00,27.00,118.00,0.00,132.00
2023,4,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",60.00,8.00,5.94,0.00,2.06,0.00,0.00,0.00,0.00,202.00,156.00,0.00,46.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",30.00,3.00,0.89,0.00,2.11,0.00,0.00,1.00,0.00,139.00,62.00,0.00,77.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",167.00,16.00,8.41,1.06,3.84,0.00,2.68,1.00,0.00,815.00,470.00,41.00,136.00,0.00,168.00
2023,4,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",233.00,47.00,27.18,1.00,8.74,0.00,10.08,8.00,0.00,3305.00,2505.00,28.00,298.00,0.00,474.00
2023,4,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",675.00,167.00,66.05,2.00,72.29,0.54,26.12,20.00,6.00,10983.00,5750.00,355.00,2879.00,65.00,1934.00
2023,4,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",85.00,13.00,9.51,0.18,2.49,0.00,0.82,0.00,0.00,372.00,297.00,3.00,58.00,0.00,14.00
2023,4,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",31.00,4.00,2.41,0.00,0.26,0.00,1.33,0.00,0.00,295.00,207.00,0.00,27.00,0.00,61.00
2023,4,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",324.00,84.00,50.01,0.53,13.33,0.00,20.14,9.00,0.00,4641.00,3207.00,10.00,445.00,0.00,979.00
2023,4,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",92.00,13.00,6.35,1.61,2.78,0.00,2.26,0.00,0.00,611.00,269.00,37.00,88.00,0.00,217.00
2023,4,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",167.00,19.00,10.78,0.36,3.52,0.00,4.33,0.00,0.00,656.00,387.00,12.00,107.00,0.00,150.00
2023,4,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",394.00,108.00,69.17,1.62,15.00,0.00,22.21,8.00,0.00,4903.00,3102.00,226.00,525.00,0.00,1050.00
2023,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2359.00,689.00,209.31,9.14,322.15,0.00,148.40,97.00,9.00,51614.00,18573.00,867.00,18264.00,0.00,13910.00
2023,4,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,4,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",53.00,11.00,3.60,0.00,2.32,0.00,5.08,0.00,0.00,593.00,381.00,0.00,58.00,0.00,154.00
2023,4,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1279.00,293.00,98.92,5.74,131.82,0.00,56.52,42.00,0.00,18661.00,6644.00,292.00,8451.00,0.00,3274.00
2023,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3027.00,523.00,219.95,4.45,155.45,1.52,141.62,94.00,1.00,34638.00,19241.00,302.00,5524.00,98.00,9473.00
2023,4,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",116.00,18.00,14.23,0.00,0.22,0.00,3.55,1.00,0.00,1534.00,1393.00,0.00,23.00,0.00,118.00
2023,4,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2093.00,470.00,157.18,13.49,165.39,0.00,133.95,77.00,9.00,35119.00,12062.00,2278.00,10845.00,0.00,9934.00
2023,4,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",52.00,5.00,3.33,0.00,0.44,0.00,1.24,1.00,0.00,206.00,133.00,0.00,19.00,0.00,54.00
2023,4,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",167.00,38.00,20.34,1.11,6.66,0.00,9.89,3.00,1.00,2507.00,1165.00,58.00,274.00,0.00,1010.00
2023,4,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",600.00,85.00,47.67,1.66,19.27,0.00,16.41,11.00,0.00,5175.00,3186.00,159.00,640.00,0.00,1190.00
2023,4,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1775.00,445.00,176.16,3.96,151.33,0.00,113.55,38.00,5.00,27804.00,12380.00,499.00,7272.00,0.00,7653.00
2023,4,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",60.00,4.00,2.00,0.34,0.00,0.00,1.66,0.00,0.00,285.00,208.00,21.00,0.00,0.00,56.00
2023,4,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",96.00,20.00,10.57,0.00,2.50,1.00,5.93,4.00,0.00,1214.00,528.00,0.00,437.00,51.00,198.00
2023,4,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",392.00,67.00,41.28,0.00,14.64,0.00,11.07,4.00,1.00,3203.00,2006.00,0.00,536.00,0.00,661.00
2023,4,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",846.00,280.00,87.29,3.00,132.92,0.00,56.79,25.00,3.00,15406.00,5909.00,165.00,5906.00,0.00,3426.00
2023,4,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",390.00,46.00,25.86,0.05,8.68,0.00,11.41,6.00,0.00,2887.00,2049.00,2.00,327.00,0.00,509.00
2023,4,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne Orlando International",120.00,12.00,7.63,0.01,1.92,0.00,2.44,0.00,1.00,748.00,393.00,1.00,202.00,0.00,152.00
2023,4,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",30.00,6.00,3.87,0.00,0.84,0.00,1.29,2.00,0.00,245.00,131.00,0.00,26.00,0.00,88.00
2023,4,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",145.00,19.00,12.66,1.00,3.64,0.00,1.70,0.00,1.00,1055.00,806.00,16.00,107.00,0.00,126.00
2023,4,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula Montana",30.00,3.00,2.43,0.00,0.44,0.00,0.13,0.00,0.00,141.00,122.00,0.00,8.00,0.00,11.00
2023,4,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5365.00,782.00,308.72,22.40,176.29,0.63,273.97,131.00,3.00,67170.00,38227.00,1871.00,7117.00,40.00,19915.00
